RunTimestamp,Timestamp,EPC,Antenna,RSSI,PhaseAngle,Frequency,ReadCount,DopplerFrequency
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788333313,333032663438326235313930333331366431343234623263,Unknown,-63.00,16.24,1,-4.29
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788339211,333032663438326432336630303535623032323361393739,Unknown,-61.00,38.04,1,2.34
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788331667,316132306233396331363839613732393437306137373135,Unknown,-65.50,3.92,1,6.64
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788243334,316132656330396439613839613431643435623036326162,Unknown,-70.50,25.40,1,17.27
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788335609,333032663438326235313930326135366431343233376566,Unknown,-64.00,24.68,1,-10.15
2025-03-20T16:44:47.045058,1742510788317695,333033343062663435343231663238626134336237373264,Unknown,-60.00,13.40,1,0.08
2025-03-20T16:44:47.045058,1742510788317695,333033343062663435343231663238626134336237373264,Unknown,-60.00,13.40,1,0.08
2025-03-20T16:44:47.045058,1742510788317695,333033343062663435343231663238626134336237373264,Unknown,-60.00,13.40,1,0.08
2025-03-20T16:44:47.045058,1742510788317695,333033343062663435343231663238626134336237373264,Unknown,-60.00,13.40,1,0.08
